http://english.ctrip.com/hotels/shanghai-hotel-review-374912/andaz-shanghai-a-hyatt-hotel,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=374912&productcode=&contyped=0&RecordCount=1638位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/shanghai-hotel-review-346403/grand-hyatt-shanghai/,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=346403&productcode=&contyped=0&RecordCount=3441位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/shenzhen-hotel-review-374848/grand-hyatt-shenzhen/,http://hotels.ctrip.com/hotel/dianping/374848.html
http://english.ctrip.com/hotels/shanghai-hotel-review-425378/hyatt-on-the-bund,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=425378&productcode=&contyped=0&RecordCount=2197位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/chongqing-hotel-review-425425/hyatt-regency-chongqing-hotel,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=425425&productcode=&contyped=0&RecordCount=1888位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/dongguan-hotel-review-374631/hyatt-regency-dongguan,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=374631&productcode=&contyped=0&RecordCount=1156位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/hangzhou-hotel-review-369769/hyatt-regency-hangzhou,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=369769&productcode=&contyped=0&RecordCount=3836位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/jinan-hotel-review-425374/hyatt-regency-jinan,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=425374&productcode=&contyped=0&RecordCount=2642位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/tianjin-hotel-review-425419/hyatt-regency-jingjin-city-resort-and-spa,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=425419&productcode=&contyped=0&RecordCount=518位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/beijing-hotel-review-419951/park-hyatt-beijing,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=419951&productcode=&contyped=0&RecordCount=985位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/ningbo-hotel-review-369778/park-hyatt-ningbo-resort-and-spa,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=369778&productcode=&contyped=0&RecordCount=1200位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/shanghai-hotel-review-346385/park-hyatt-shanghai,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=346385&productcode=&contyped=0&RecordCount=1310位住客点评&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/shanghai-hotel-review-346403/grand-hyatt-shanghai/,http://hotels.ctrip.com/Domestic/tool/AjaxHotelCommentList.aspx?hotel=346403&productcode=&contyped=0&RecordCount=3342%E4%BD%8D%E4%BD%8F%E5%AE%A2%E7%82%B9%E8%AF%84&currentPage=1&orderBy=1&viewVersion=c
http://english.ctrip.com/hotels/guiyang-hotel-detail-386659/,http://hotels.ctrip.com/hotel/dianping/386659.html
http://english.ctrip.com/hotels/beijing-hotel-review-347426/grand-hyatt-beijing,http://hotels.ctrip.com/hotel/dianping/347426.html
